external_gene_name,gene,HU_No_Ex_vs_NL_No_Ex_log2FoldChange,HU_No_Ex_vs_NL_No_Ex_pvalue,HU_No_Ex_vs_NL_No_Ex_padj,HU_Ex_vs_NL_Ex_log2FoldChange,HU_Ex_vs_NL_Ex_pvalue,HU_Ex_vs_NL_Ex_padj,HU_No_Ex_vs_HU_Ex_log2FoldChange,HU_No_Ex_vs_HU_Ex_pvalue,HU_No_Ex_vs_HU_Ex_padj,NL_No_Ex_vs_NL_Ex_log2FoldChange,NL_No_Ex_vs_NL_Ex_pvalue,NL_No_Ex_vs_NL_Ex_padj,
Gm37914,ENSMUSG00000103272,1.442833477,0.506976425,0.804222259,-1.139243517,0.603883941,1,2.019995651,0.356538685,0.881228111,-0.562081343,0.796473045,1,0
Gm14321,ENSMUSG00000084797,-0.851443541,0.77073093,0.929876004,-1.044198822,0.718041401,1,-1.233062957,0.672968935,0.969635486,-1.425818237,0.622021031,1,0
1700126G02Rik,ENSMUSG00000107802,0.857771275,0.786371033,0.937208185,0.862862567,0.791960283,1,3.147378864,0.325715869,0.866279572,3.152470156,0.32973895,1,0
AA386476,ENSMUSG00000074357,0.406559684,0.859466195,0.961980399,-1.017198189,0.656815531,1,0.280788566,0.90280158,0.994030669,-1.142969307,0.617142755,1,0
Gm12349,ENSMUSG00000087265,-5.500654229,0.02191059,0.174080947,-0.121140298,0.954010316,1,-5.991251397,0.012507613,0.354006029,-0.611737466,0.771009551,1,0
Cacng4,ENSMUSG00000020723,0.16593543,0.96013181,0.992911397,1.171899151,0.722323376,1,-1.774622266,0.591645497,0.959859179,-0.768658544,0.816325763,1,0
Gm10790,ENSMUSG00000113856,0.904062442,0.632069046,0.872310897,-1.791474689,0.338338658,0.988173535,0.513037177,0.78574191,0.981866971,-2.182499954,0.243659125,1,0
Gm47484,ENSMUSG00000113529,-4.789483849,0.04744217,0.259904301,-1.485850329,0.481532174,1,-5.455866349,0.02371222,0.457442861,-2.15223283,0.308974504,1,0
Arhgef33,ENSMUSG00000054901,1.357908407,0.61082063,0.861238838,-4.088168125,0.125514727,0.962016865,1.582835306,0.55646943,0.953852625,-3.863241226,0.144145293,1,0
Gm26788,ENSMUSG00000096992,0.220415017,0.922105174,0.983339272,-1.155487626,0.604173347,1,-0.448883085,0.841845035,0.988361655,-1.824785729,0.413911489,1,0
Armc3,ENSMUSG00000037683,-5.64100763,0.078312944,0.336694179,-0.452802927,0.87957732,1,-5.724518795,0.074147321,0.634036928,-0.536314093,0.857502685,1,0
Gm37876,ENSMUSG00000104108,1.534734134,0.593708881,0.853007584,-2.340642907,0.417997366,1,2.124263519,0.462715215,0.925209009,-1.751113523,0.542376184,1,0
Gm43062,ENSMUSG00000104671,-0.093711717,0.972498218,0.996400642,-0.633503554,0.814445553,1,-0.708941468,0.794046285,0.982551479,-1.248733305,0.643958996,1,0
Gm5105,ENSMUSG00000049349,3.884249737,0.217109797,0.556600842,-4.660175994,0.164052175,0.962016865,7.809838446,0.019038321,0.420180644,-0.734587286,0.816532577,1,0
Gm43431,ENSMUSG00000106633,0.557801081,0.786842684,0.937208185,1.316417624,0.522320979,1,-0.730427715,0.722023698,0.973556369,0.028188828,0.98912029,1,0
Gm43029,ENSMUSG00000106904,-1.723389311,0.476871278,0.784094332,-2.072742969,0.366744504,0.993732234,-2.28677746,0.344515445,0.875300775,-2.636131118,0.251778009,1,0
Gm47794,ENSMUSG00000114907,1.131940434,0.694036424,0.900074863,-2.257557753,0.432323326,1,1.154551877,0.688865503,0.971514275,-2.23494631,0.435973663,1,0
Alox8,ENSMUSG00000020891,-2.993251137,0.287710019,0.630639978,7.789427759,0.004761889,0.614250244,-7.504231781,0.006540714,0.267998637,3.278447115,0.244239251,1,0
Notum,ENSMUSG00000042988,-5.301818545,0.027111187,0.195558249,0.688431345,0.742470796,1,-6.56903479,0.006040059,0.258734149,-0.578784899,0.783109159,1,0
Gm49702,ENSMUSG00000116766,-5.271823722,0.057148248,0.288022031,0.174841765,0.9445489,1,-6.196850671,0.025142415,0.465650817,-0.750185184,0.765776472,1,0
Zfp972,ENSMUSG00000074529,-2.269342526,0.276577909,0.619510823,1.946302753,0.340305749,0.988173535,-2.904012783,0.163444205,0.742889658,1.311632495,0.520863862,1,0
6330562C20Rik,ENSMUSG00000093424,-5.89449147,0.008926494,0.10678445,2.205207956,0.259986643,0.976047576,-6.596944457,0.003398065,0.19646236,1.502754969,0.443286713,1,0
Gm9523,ENSMUSG00000106181,0.508764457,0.837580508,0.955013269,-0.838809124,0.73626844,1,0.971929008,0.696516621,0.972133914,-0.375644572,0.879628514,1,0
Gm15736,ENSMUSG00000085713,-4.103897322,0.133736172,0.442168564,-0.761051011,0.756563677,1,-6.063823012,0.025679406,0.469452422,-2.7209767,0.27176801,1,0
Gm43461,ENSMUSG00000107336,0.473070829,0.817450611,0.94768989,1.000291561,0.626327985,1,-0.160784244,0.937380706,0.996802713,0.366436488,0.858631563,1,0
Gm44851,ENSMUSG00000108436,1.889019685,0.498349236,0.798605763,-2.951768604,0.296530251,0.982391778,3.109801073,0.271538367,0.828000391,-1.730987216,0.534863611,1,0
Ccl3,ENSMUSG00000000982,-5.675039503,0.024081157,0.183131174,1.299764591,0.561596555,1,-6.473049143,0.009999787,0.3243993,0.501754951,0.822931086,1,0
Gm4419,ENSMUSG00000097055,-0.338889733,0.879233559,0.969075606,1.445071048,0.516815156,1,-1.054755478,0.635839408,0.967568316,0.729205303,0.743900861,1,0
Slc51a,ENSMUSG00000035699,3.952969903,0.051774295,0.271786797,-2.36471766,0.298346705,0.982391778,5.840466337,0.008948192,0.303337283,-0.477221225,0.818166037,1,0
NA,ENSMUSG00000106106,0.520568555,0.550617189,0.829441148,1.235946566,0.156476909,0.962016865,0.100198866,0.908541167,0.994627617,0.815576877,0.349755775,1,0
Gm38357,ENSMUSG00000103313,-5.842086659,0.064442061,0.305407935,2.173770909,0.460981164,1,-6.899938846,0.028823137,0.487528992,1.115918722,0.70537563,1,0
Klrb1a,ENSMUSG00000030361,0.122546244,0.964458319,0.994595793,4.391018004,0.126519588,0.962016865,-0.749798608,0.784884808,0.98152069,3.518673153,0.22129216,1,0
Izumo1,ENSMUSG00000064158,1.19756531,0.526790503,0.816386423,-0.14610958,0.939226099,1,1.553979096,0.414251913,0.909030106,0.210304206,0.912105925,1,0
Gm41349,ENSMUSG00000116288,0.544973401,0.853304359,0.960784489,0.344778733,0.905705516,1,-1.647730155,0.573640845,0.955986646,-1.847924822,0.528208356,1,0
Gm37738,ENSMUSG00000104503,-3.921728806,0.136509875,0.446288985,1.392022965,0.551573502,1,-7.011934831,0.007126329,0.272448386,-1.698183061,0.473525508,1,0
Tmem269,ENSMUSG00000028642,-4.65530667,0.146774927,0.464051389,-0.577762564,0.846350869,1,-5.939004784,0.063506508,0.613007976,-1.861460677,0.53356225,1,0
Gm20548,ENSMUSG00000092354,2.21066544,0.37268334,0.707031075,-1.66091533,0.507594715,1,2.757051236,0.270297205,0.827063886,-1.114529534,0.653866772,1,0
Gm15903,ENSMUSG00000086916,0.776195875,0.725545178,0.911222807,0.543062367,0.808385343,1,1.203750411,0.58771393,0.959859179,0.970616903,0.663395695,1,0
5330432J10Rik,ENSMUSG00000111212,0,1,1,-2.590700281,0.371450277,0.995621502,-4.807042024,0.124095103,0.708660718,-7.921646819,0.010852368,1,0
Ankfn1,ENSMUSG00000047773,-5.961048659,0.016385247,0.149374807,1.836067742,0.407691945,1,-6.332654657,0.010773075,0.332870364,1.464461745,0.50903038,1,0
Rab26os,ENSMUSG00000093565,-1.373036363,0.529507736,0.817667796,0.639101924,0.76590758,1,-1.979694226,0.36415008,0.886652394,0.032444061,0.987953534,1,0
1810009A15Rik,ENSMUSG00000071653,1.402440572,0.515633519,0.810763076,-1.473039088,0.50244671,1,2.570581361,0.240363561,0.809576347,-0.304898299,0.887973366,1,0
Gm44033,ENSMUSG00000108154,-3.033386071,0.265432469,0.607631253,-0.871813493,0.716999494,1,-6.092054932,0.022685488,0.451893313,-3.930482354,0.110246517,1,0
Gm35035,ENSMUSG00000112082,0.635809358,0.82164432,0.950259109,2.544997217,0.377660984,0.997753492,0.700832492,0.803981815,0.983479313,2.610020351,0.365063489,1,0
Gm20681,ENSMUSG00000093682,-1.73531638,0.440015879,0.756796925,2.259670924,0.313733295,0.984939439,-2.099911029,0.350076886,0.876510077,1.895076276,0.398201386,1,0
Tecta,ENSMUSG00000037705,1.030956152,0.726895421,0.911222807,-6.754115165,0.032757073,0.902593987,6.376690516,0.044032618,0.56348896,-1.408380801,0.632896913,1,0
Gm10686,ENSMUSG00000111685,1.306631322,NA,NA,-5.404988666,NA,NA,7.08853299,NA,NA,0.376913002,NA,NA,0
9430062P05Rik,ENSMUSG00000104263,0.786290734,0.80909315,0.944561931,-2.687254952,0.406340546,1,0.454721593,0.888894298,0.992623792,-3.018824094,0.350870331,1,0
Eme1,ENSMUSG00000039055,-3.03413643,0.252736656,0.594058685,0.039816938,0.986330185,1,-6.521052438,0.012096191,0.349101993,-3.447099071,0.148247643,1,0
Gm48357,ENSMUSG00000114524,-2.545324665,0.469704413,0.778318225,-2.481718298,0.448005158,1,-4.796001698,0.167367944,0.745824385,-4.73239533,0.154137246,1,0
Gm26626,ENSMUSG00000097139,-4.679084562,0.046580181,0.257809615,0.396598027,0.845070227,1,-6.520825373,0.005268411,0.240299347,-1.445142784,0.479933036,1,0
Slc24a5,ENSMUSG00000035183,-1.052758545,0.657398268,0.883241144,0.856416778,0.715493448,1,-1.77653376,0.453669585,0.922914514,0.132641563,0.955036241,1,0
1700001J03Rik,ENSMUSG00000095040,0.038242167,0.989731048,1,6.657887305,0.036216574,0.915023213,-0.949882408,0.748894732,0.977911037,5.66976273,0.074807364,1,0
Tomt,ENSMUSG00000078630,0.946543405,0.74368747,0.918633583,-2.04330998,0.482458018,1,1.772377925,0.542851717,0.948878518,-1.21747546,0.673704998,1,0
Gm27002,ENSMUSG00000097967,8.514476385,0.015070719,0.142912817,0,1,1,8.18130283,0.019511944,0.42320036,0,1,1,0
H3c11,ENSMUSG00000101972,3.83448871,0.077839262,0.336204131,-4.15767715,0.092049408,0.962016865,7.715252684,0.001508915,0.124192249,-0.276913176,0.90051532,1,0
Gm37311,ENSMUSG00000103049,0,1,1,-1.359940795,0.557881809,1,-5.702770463,0.028165735,0.485966876,-7.58661655,0.003400856,0.995195874,0
Psd2,ENSMUSG00000024347,0.387577081,0.867903997,0.965549695,-0.021626644,0.992584742,1,0.013380412,0.995418149,1,-0.395823313,0.864944846,1,0
2310034G01Rik,ENSMUSG00000099655,0.198212352,0.930376388,0.984403888,0.921990042,0.684008847,1,-0.580004163,0.79786589,0.982823103,0.143773526,0.949482891,1,0
Gm5874,ENSMUSG00000071568,-0.288019175,0.874030521,0.967058388,0.30500551,0.853528252,1,-3.1796691,0.071062326,0.63092083,-2.586644415,0.130544395,1,0
Slc15a5,ENSMUSG00000044378,-5.221963058,0.075598946,0.330643975,-0.666866086,0.804875709,1,-5.628520375,0.055435049,0.595142794,-1.073423402,0.690941232,1,0
Sh3gl3,ENSMUSG00000030638,2.4276505,0.305149617,0.646572485,1.581020325,0.519787894,1,2.762995924,0.245441734,0.811313912,1.91636575,0.433196321,1,0
Gm45632,ENSMUSG00000110077,-1.633920144,0.577670612,0.845132529,-1.01148313,0.719878062,1,-3.149889462,0.280987474,0.834374192,-2.527452448,0.372443982,1,0
Pdilt,ENSMUSG00000030968,0.653122573,0.797942425,0.941052519,-5.713660118,0.04163448,0.91516282,6.547791444,0.019402726,0.421802294,0.181008753,0.943527645,1,0
Urah,ENSMUSG00000025481,0,1,1,2.165632576,0.453379812,1,-7.107878806,0.021984033,0.444110445,-5.466150756,0.079335003,1,0
Ces1b,ENSMUSG00000078964,0,1,1,5.14551621,0.058204185,0.962016865,-7.52941303,0.00843978,0.296700973,-2.907801727,0.325571558,1,0
Tnfsf11,ENSMUSG00000022015,-0.743287971,0.805361209,0.943853195,6.864426387,0.032920535,0.902593987,-1.549661324,0.607171293,0.962079529,6.058053034,0.059933599,1,0
Gm25135,ENSMUSG00000064582,0.396917063,0.889705956,0.972321759,-4.237840457,0.153888934,0.962016865,3.464337106,0.244833873,0.811313912,-1.170420414,0.681846586,1,0
4931403E22Rik,ENSMUSG00000093772,0,1,1,0.554877896,0.733953489,1,-6.814536542,0.000668915,0.07595003,-6.783564645,0.000719632,0.304987672,0
Sp140l1,ENSMUSG00000089844,2.953602957,0.16111784,0.483631026,-0.761223338,0.722796148,1,3.191166322,0.133107177,0.713268398,-0.523659973,0.805725876,1,0
Cacna1b,ENSMUSG00000004113,-0.286439525,0.922812303,0.983339272,0.234126166,0.935799706,1,-2.247227933,0.444700979,0.918412154,-1.726662242,0.554674297,1,0
Zfp1001,ENSMUSG00000095315,-4.516815598,0.061243951,0.297465554,0.78738695,0.707729434,1,-6.601440662,0.005875814,0.253508193,-1.297238114,0.540455438,1,0
Spin2c,ENSMUSG00000046550,-0.660423053,0.811405385,0.945365562,5.563563583,0.062737997,0.962016865,-1.099384828,0.691156265,0.971867598,5.124601808,0.086541323,1,0
Gm9870,ENSMUSG00000052154,-5.291870678,0.042061917,0.244253333,3.136886674,0.183475354,0.964658317,-6.998187557,0.00700616,0.271712131,1.430569795,0.545587729,1,0
Gm48719,ENSMUSG00000111203,7.826196706,0.031983635,0.210701887,-4.941081615,0.177206671,0.963672071,7.492986152,0.04003925,0.540974762,-5.274292169,0.149760375,1,0
Gm11745,ENSMUSG00000084052,2.86334832,0.384258966,0.716420439,-5.211130471,0.13511261,0.962016865,7.440821432,0.032369093,0.50968476,-0.633657358,0.847804281,1,0
Glyat,ENSMUSG00000063683,0,1,1,2.921978002,0.307580268,0.983523738,-7.189264446,0.019207596,0.420530919,-4.791191023,0.121360755,1,0
Abcb11,ENSMUSG00000027048,-4.531720579,0.112627389,0.40304018,0.835820681,0.747830443,1,-6.4676965,0.022915247,0.453410151,-1.100155241,0.673882341,1,0
4633401B06Rik,ENSMUSG00000105597,0.579926597,0.787522446,0.93740729,-2.00555415,0.3633355,0.992247578,2.56904398,0.243706285,0.81069115,-0.016436767,0.993912192,1,0
Gm43059,ENSMUSG00000107120,2.521290177,0.342028143,0.681775085,-4.608086463,0.102669916,0.962016865,4.859742419,0.085243845,0.656601695,-2.26963422,0.392327658,1,0
Gm43953,ENSMUSG00000108067,6.836657149,0.062128628,0.299567236,-7.128142497,0.051584708,0.960640117,6.5034371,0.07598193,0.637288031,-7.461362545,0.041595749,1,0
Ttc9b,ENSMUSG00000007944,8.260408743,0.002236181,0.050439239,0,1,1,7.927260685,0.003349771,0.196291123,0,1,1,0
Uchl4,ENSMUSG00000035337,-1.469824037,0.325424341,0.666069421,-0.067068382,0.960379889,1,-2.881668265,0.051062865,0.582586486,-1.478912609,0.280136067,1,0
Bcl2a1a,ENSMUSG00000102037,-0.954071955,0.67753652,0.893527751,-0.972093117,0.663869124,1,-1.698912211,0.458028046,0.924096834,-1.716933373,0.443802032,1,0
Srsf3-ps,ENSMUSG00000078134,-0.97020115,0.467018704,0.775855049,0.721050692,0.567301957,1,-2.141580676,0.104960752,0.681159039,-0.450328834,0.72375275,1,0
Fpr2,ENSMUSG00000052270,0.331809016,0.925303177,0.983339272,-5.748044394,0.122793809,0.962016865,6.295237593,0.090893381,0.667748834,0.215384184,0.95149223,1,0
Gm20517,ENSMUSG00000023984,1.207276255,0.645703942,0.879369073,-1.385421462,0.600277394,1,1.86423518,0.480514282,0.929497362,-0.728462537,0.781585027,1,0
2810408I11Rik,ENSMUSG00000087213,1.343665552,0.594326056,0.853142398,-1.670686171,0.516427605,1,2.962516712,0.248352674,0.813153485,-0.051835011,0.983663751,1,0
Gm36933,ENSMUSG00000103772,-4.971991461,0.121166801,0.417197212,-0.103213963,0.972409566,1,-6.181361101,0.05355424,0.593472755,-1.312583602,0.660725719,1,0
6330409D20Rik,ENSMUSG00000009551,3.927865544,0.126267048,0.42692455,-3.608217927,0.188108573,0.964658317,5.737464117,0.035598518,0.525410084,-1.798619354,0.485856497,1,0
Gdap1l1,ENSMUSG00000017943,-6.071187094,0.016866074,0.151586991,2.803748767,0.224856793,0.971442484,-6.346192637,0.012508914,0.354006029,2.528743223,0.273568104,1,0
4930455G09Rik,ENSMUSG00000085761,0.897088897,0.670290626,0.890377349,-2.412640134,0.269891978,0.976047576,3.290095157,0.131545399,0.712911054,-0.019633874,0.992583675,1,0
Gm10399,ENSMUSG00000072688,-0.355927465,0.888472611,0.971846065,3.98994705,0.114589579,0.962016865,-3.363069108,0.181316089,0.756304543,0.982805406,0.70000433,1,0
Gm7774,ENSMUSG00000105189,0.733166812,0.668027116,0.888654469,-1.109796512,0.534688132,1,2.653851054,0.133588212,0.714086961,0.81088773,0.638997584,1,0
Upk1a,ENSMUSG00000006313,-5.06775031,0.042289706,0.244856424,-0.170689712,0.938227282,1,-6.105967798,0.014185587,0.37604775,-1.2089072,0.584236366,1,0
Ppp1r3g,ENSMUSG00000050423,1.88630217,0.45871633,0.770443525,-1.15834794,0.649911928,1,1.780782262,0.484935275,0.929672814,-1.263867848,0.619874515,1,0
Esr2,ENSMUSG00000021055,0.883922969,0.786798571,0.937208185,-2.628430864,0.420153301,1,0.873440433,0.789650647,0.98189601,-2.638913401,0.417425853,1,0
Adam4,ENSMUSG00000072972,-3.539070259,0.254487524,0.59566981,-0.809806371,0.776304718,1,-5.821416135,0.058648668,0.60064652,-3.092152247,0.282834327,1,0
Serpina6,ENSMUSG00000060807,0,1,1,1.009995207,0.671793452,1,-6.881789291,0.009378996,0.311773059,-6.395699296,0.015945242,1,0
Mir99a,ENSMUSG00000065530,-4.177205452,0.18590648,0.51652851,0.813641396,0.780604908,1,-6.551758567,0.036957483,0.529888715,-1.560911719,0.595459636,1,0
Aldh3b3,ENSMUSG00000037263,0.176959006,0.942164568,0.987716751,0.585176757,0.810613457,1,-0.117121812,0.96171085,0.998007965,0.291095938,0.905090858,1,0
C730002L08Rik,ENSMUSG00000114469,2.984463575,NA,NA,-1.193470151,NA,NA,4.176886968,NA,NA,-0.001046758,NA,NA,0
Acss2os,ENSMUSG00000086529,1.6172395,NA,NA,-19.68235488,NA,NA,18.17644148,NA,NA,-3.123152906,NA,NA,0
Nudt10,ENSMUSG00000073293,0.335550503,0.894798742,0.974454397,0.522554378,0.833770849,1,-1.9286684,0.443122285,0.917697927,-1.741664525,0.488253404,1,0
Gipc2,ENSMUSG00000039131,-5.191680883,0.065245905,0.307130885,0.074925382,0.976683901,1,-6.034533496,0.031897973,0.506617004,-0.767927231,0.764881734,1,0
Gm17092,ENSMUSG00000091623,1.429599265,0.631099661,0.871601904,-0.830359868,0.780674577,1,1.370020853,0.645775391,0.968819509,-0.88993828,0.765122099,1,0
Ghrl,ENSMUSG00000064177,1.654615631,NA,NA,-5.412609971,NA,NA,7.216512888,NA,NA,0.149287286,NA,NA,0
Gnb3,ENSMUSG00000023439,1.033268592,0.716973645,0.908734196,-3.047701877,0.294471469,0.982391778,3.157715762,0.277564138,0.831450993,-0.923254707,0.745912726,1,0
Gm44816,ENSMUSG00000108618,-5.108428568,0.065434402,0.30740626,-0.167209484,0.946946068,1,-6.10149112,0.027500095,0.479486554,-1.160272036,0.644984533,1,0
Gm10284,ENSMUSG00000070025,0.282527498,0.86193016,0.962861046,3.393705165,0.043058711,0.920219202,-1.337284838,0.40635073,0.905093188,1.773892829,0.294123734,1,0
Gm10000,ENSMUSG00000114826,-5.166579797,0.102016791,0.383771408,2.050177159,0.486824996,1,-6.578787278,0.036969634,0.529888715,0.637969678,0.829058934,1,0
Fsbp,ENSMUSG00000094595,-0.406434545,0.853586716,0.960928157,1.807952888,0.411708662,1,-1.295670895,0.555533306,0.953606531,0.918716539,0.677186938,1,0
Stra6l,ENSMUSG00000028327,-4.997524248,0.035987147,0.22643599,0.743978821,0.720115063,1,-6.39097471,0.007105791,0.272448386,-0.649471642,0.755598414,1,0
D430018E03Rik,ENSMUSG00000097559,0.416193791,0.87268298,0.966837712,-0.7443041,0.77307419,1,-0.209931663,0.935490131,0.996802713,-1.370429554,0.59596105,1,0
Gm5873,ENSMUSG00000093651,0.370756188,0.852786421,0.960502864,-0.646970166,0.725775117,1,-2.532711905,0.189560786,0.765960418,-3.550438259,0.06373064,1,0
Il11,ENSMUSG00000004371,-1.511544095,0.411337469,0.737118588,1.326012878,0.46287842,1,-2.093385308,0.254658198,0.817706065,0.744171664,0.680709019,1,0
Kcnk1,ENSMUSG00000033998,-5.374218896,0.055998403,0.28501376,1.597930857,0.534008719,1,-6.464592394,0.02130747,0.43987207,0.507557359,0.843705179,1,0
Gm16096,ENSMUSG00000087135,-0.468843978,0.891171243,0.972763457,-0.662035326,0.845834525,1,-1.075766568,0.753418201,0.97805236,-1.268957916,0.709556947,1,0
Gpr62,ENSMUSG00000091735,-4.580917044,0.050543026,0.268298837,1.938243554,0.339098534,0.988173535,-6.99482206,0.002623845,0.174749941,-0.475661462,0.816343312,1,0
Gm11400,ENSMUSG00000081208,-5.46147959,0.019993219,0.165520959,0.956416025,0.639931014,1,-6.334762083,0.006873289,0.270432457,0.083133533,0.967635605,1,0
Gm20324,ENSMUSG00000100199,-5.617807075,0.092254972,0.366038423,0.6938031,0.82476691,1,-6.057483679,0.069421771,0.625802844,0.254126496,0.935372569,1,0
Gm49886,ENSMUSG00000117027,-0.178715009,0.927181253,0.983566862,1.487059745,0.44589287,1,-1.13087004,0.561861659,0.954911501,0.534904713,0.78457572,1,0
Vil1,ENSMUSG00000026175,0.525143329,0.879017112,0.969075606,0.568386617,0.869755028,1,0.933558651,0.787040483,0.98189601,0.976801939,0.777753922,1,0
Vsig8,ENSMUSG00000049598,-1.242687626,0.628288293,0.869760353,0.59835454,0.814244693,1,-1.494763951,0.560451152,0.954300394,0.346278216,0.891811263,1,0
Spag8,ENSMUSG00000066196,-4.651949565,0.103746829,0.386167552,1.164443244,0.654814895,1,-6.688410644,0.018795533,0.418474145,-0.872017835,0.739101892,1,0
Txk,ENSMUSG00000054892,0.994479772,0.738914962,0.916526465,5.782572668,0.071271071,0.962016865,1.199943695,0.687965806,0.970958571,5.988036592,0.061485827,1,0
Gm44986,ENSMUSG00000108573,-3.718547826,0.116728857,0.410186531,0.60920844,0.763783276,1,-6.712149145,0.004044307,0.215330764,-2.384392878,0.248942029,1,0
Pou2af1,ENSMUSG00000032053,0.71583095,0.723847758,0.911047358,0.038624079,0.984857642,1,0.650245075,0.748726922,0.977895158,-0.026961797,0.989408746,1,0
A830009L08Rik,ENSMUSG00000097182,1.216230841,NA,NA,-2.436072406,NA,NA,1.55884684,NA,NA,-2.093456406,NA,NA,0
Pglyrp2,ENSMUSG00000079563,0.021966938,0.993426822,1,-0.086807921,0.973852906,1,-0.82263881,0.757271617,0.979149032,-0.931413669,0.725552701,1,0
Gm37116,ENSMUSG00000103574,-1.101500647,0.668638328,0.889164098,0.169982222,0.946617617,1,-1.762653499,0.492933547,0.932836701,-0.49117063,0.846755824,1,0
Gm43063,ENSMUSG00000105731,8.401890789,0.004078771,0.069723345,0,1,1,8.068736016,0.005812807,0.252441925,0,1,1,0
Kl,ENSMUSG00000058488,3.077411257,0.212133294,0.552261068,-3.394354609,0.176779773,0.963672071,3.754372276,0.135119702,0.71562383,-2.71739359,0.27063977,1,0
Mir466i,ENSMUSG00000080574,0.469386438,0.842436315,0.956899221,1.806700692,0.446524831,1,-0.4286996,0.855668257,0.990920486,0.908614654,0.702375005,1,0
Gm35248,ENSMUSG00000115456,-0.489639128,0.847808235,0.958397166,1.431415183,0.571498676,1,-1.825743364,0.472769494,0.927914132,0.095310948,0.97004565,1,0
Ly6g6d,ENSMUSG00000073413,1.063980499,0.662779843,0.885772027,-4.693207422,0.084179601,0.962016865,6.850675038,0.011149878,0.337508967,1.093487118,0.656701993,1,0
Fcnaos,ENSMUSG00000052403,1.510836691,0.590468856,0.850874921,-3.009889793,0.282924861,0.981184659,1.478494057,0.599602953,0.960820737,-3.042232427,0.276248827,1,0
Mup-ps12,ENSMUSG00000073835,-5.225167943,0.034201442,0.219820883,0.901368306,0.678417978,1,-6.579228369,0.007490396,0.280117037,-0.45269212,0.835647664,1,0
Nup50l,ENSMUSG00000072878,-4.56207354,0.064297344,0.304859855,0.613904577,0.776449904,1,-6.449941375,0.008499704,0.296700973,-1.273963258,0.558747556,1,0
Timd2,ENSMUSG00000040413,0,1,1,7.686355058,0.0484164,0.9491583,-7.401160157,0.057372359,0.599342933,0,1,1,0
Gm9726,ENSMUSG00000094935,2.284691991,0.240227579,0.582785927,-0.960780973,0.673029263,1,5.671106642,0.009044332,0.305242326,2.425633677,0.23925899,1,0
Gm10384,ENSMUSG00000072618,-2.820282951,0.271371528,0.614634853,1.357602134,0.577373337,1,-3.877552679,0.129678715,0.712487207,0.300332406,0.902114508,1,0
1700110C19Rik,ENSMUSG00000099384,-0.331586489,0.899442408,0.975132898,-0.894456908,0.730341241,1,-0.925504714,0.724020566,0.973556369,-1.488375134,0.56671658,1,0
Oacyl,ENSMUSG00000046610,-0.578847988,NA,NA,1.885871636,NA,NA,-3.415942759,NA,NA,-0.951223134,NA,NA,0
Bhmt1b,ENSMUSG00000069324,0,1,1,1.51648666,0.507012186,1,-6.951927349,0.006557761,0.268114275,-5.959346026,0.020211064,1,0
Nat8f5,ENSMUSG00000079494,0.326846201,0.880030593,0.969075606,2.651618135,0.237065122,0.974532838,0.206804248,0.924000936,0.996285359,2.531576182,0.258492847,1,0
Gm44154,ENSMUSG00000107428,-3.333367565,0.185055461,0.515365108,0.350670982,0.872268068,1,-6.521876995,0.008283074,0.295121686,-2.837838447,0.203550345,1,0
Gm16184,ENSMUSG00000089886,-5.020805844,0.04644503,0.25745047,-0.321462843,0.885586606,1,-5.833654773,0.020462253,0.429479443,-1.134311772,0.61242949,1,0
A530076I17Rik,ENSMUSG00000086124,-5.36956742,NA,NA,-0.341260555,NA,NA,-5.5362062,NA,NA,-0.507899336,NA,NA,0
NA,ENSMUSG00000106106,0.520568555,0.550617189,0.829441148,1.235946566,0.156476909,0.962016865,0.100198866,0.908541167,0.994627617,0.815576877,0.349755775,1,0
Snord91a,ENSMUSG00000077493,0.42377955,0.901230986,0.975582623,0.047105413,0.989041708,1,0.987610396,0.772940895,0.980672251,0.610936259,0.858282592,1,0
Ly6g2,ENSMUSG00000047728,0,1,1,1.571572047,0.503973258,1,-6.97295533,0.007692993,0.281676345,-5.92528854,0.024003614,1,0
Ece2,ENSMUSG00000022842,-0.559447681,0.822444241,0.950752329,6.684128923,0.014267914,0.795830553,-1.607840682,0.51814064,0.941271554,5.635735923,0.039143789,1,0
Gm37639,ENSMUSG00000102863,-4.996561233,0.073573778,0.325920202,-0.69082826,0.785441116,1,-5.570271178,0.045910844,0.569863404,-1.264538205,0.618581552,1,0
Gm37121,ENSMUSG00000103032,0.868876062,0.772666875,0.930896426,-2.27470172,0.449940295,1,1.234758952,0.682643911,0.970751507,-1.908818829,0.524376554,1,0
Epb42,ENSMUSG00000023216,7.47073574,0.047818926,0.260793485,-6.145553175,0.103764422,0.962016865,7.137511994,0.058658826,0.60064652,-6.478776921,0.086336175,1,0
Gm3793,ENSMUSG00000108260,4.418807964,0.174877681,0.501584545,0,1,1,7.829790085,0.022152697,0.44560729,3.505466531,0.311095659,1,0
Entrep2,ENSMUSG00000030518,0.982680495,0.671780699,0.891135633,-1.123665672,0.648857489,1,4.031941865,0.096594978,0.671019347,1.925595698,0.414987575,1,0
2210406H18Rik,ENSMUSG00000109036,2.049757489,0.409228007,0.735924761,-2.604130414,0.29427099,0.982279162,1.906029842,0.443969418,0.918241589,-2.747858061,0.267250848,1,0
