external_gene_name,gene,HU_No_Ex_vs_NL_No_Ex_log2FoldChange,HU_No_Ex_vs_NL_No_Ex_pvalue,HU_No_Ex_vs_NL_No_Ex_padj,HU_Ex_vs_NL_Ex_log2FoldChange,HU_Ex_vs_NL_Ex_pvalue,HU_Ex_vs_NL_Ex_padj,HU_No_Ex_vs_HU_Ex_log2FoldChange,HU_No_Ex_vs_HU_Ex_pvalue,HU_No_Ex_vs_HU_Ex_padj,NL_No_Ex_vs_NL_Ex_log2FoldChange,NL_No_Ex_vs_NL_Ex_pvalue,NL_No_Ex_vs_NL_Ex_padj
Gm38368,ENSMUSG00000104427,-2.804214897,0.513446347,NA,-5.059771084,0.234887187,NA,0,1,NA,-2.064860578,0.617885355,1
Gm38268,ENSMUSG00000103056,-2.36899335,0.582261477,NA,-4.887104212,0.251423233,NA,0,1,NA,-2.327409348,0.575548517,1
Gm31373,ENSMUSG00000104487,-3.025911096,0.480081253,NA,-4.633924853,0.277127542,NA,0,1,NA,-1.417316165,0.731914846,1
Gm37132,ENSMUSG00000103443,0,1,NA,-5.130422645,0.228350418,NA,0,1,NA,-5.463597714,0.199556323,1
Lrrc26,ENSMUSG00000026961,0,1,NA,-5.239582261,0.21850983,NA,0,1,NA,-5.572758391,0.190631435,1
Gm14471,ENSMUSG00000084892,0,1,NA,-5.130422645,0.228350418,NA,0,1,NA,-5.463597714,0.199556323,1
Gm26236,ENSMUSG00000093277,-1.808838423,0.676451398,NA,-5.246621866,0.217885927,NA,0,1,NA,-3.247079981,0.437552887,1
Gm43621,ENSMUSG00000106933,1.527936606,0.714090277,NA,4.416550249,0.300932727,NA,-0.191834502,0.96298815,NA,2.696779141,0.531021814,1
Kcnj3,ENSMUSG00000026824,6.251493964,0.141832555,NA,0,1,NA,5.918314013,0.16430332,NA,0,1,1
Gm13920,ENSMUSG00000085110,-2.542139543,0.55438202,NA,-4.948618459,0.245440385,NA,0,1,NA,-2.215779681,0.593333769,1
Trim69,ENSMUSG00000033368,-3.893213024,0.353836772,NA,-3.330028359,0.427796774,NA,-0.771055645,0.859009916,NA,-0.20787098,0.95909432,1
9630028H03Rik,ENSMUSG00000085631,-2.954601371,0.490682613,NA,5.470693847,0.198849926,NA,-5.185499358,0.223279111,NA,3.23979586,0.449798381,1
Kif16bos,ENSMUSG00000086504,0,1,NA,2.146499613,0.604252682,NA,-5.093430216,0.2316843,NA,-3.47083292,0.418959877,1
Gm14830,ENSMUSG00000081418,-4.955616656,0.2443903,NA,0,1,NA,0,1,NA,5.240811145,0.218294484,1
Gm10344,ENSMUSG00000102207,-4.955616656,0.2443903,NA,0,1,NA,0,1,NA,5.240811145,0.218294484,1
Serpina7,ENSMUSG00000031271,0,1,NA,5.800378464,0.172891285,NA,-5.515183975,0.194990232,NA,0,1,1
9530022L04Rik,ENSMUSG00000102369,-5.000333292,0.240126379,NA,0,1,NA,0,1,NA,5.285527781,0.214358919,1
Gm34866,ENSMUSG00000106424,0,1,NA,-5.341221608,0.209627183,NA,0,1,NA,-5.674398725,0.182591578,1
Gm11836,ENSMUSG00000081239,-1.996835084,0.539088835,NA,3.853432797,0.231610573,NA,-3.568237195,0.267996947,NA,2.282030686,0.482733675,1
Gm11882,ENSMUSG00000083376,0,1,NA,1.141687655,0.78192812,NA,-4.82179984,0.257797259,NA,-4.204014503,0.325483802,1
NA,ENSMUSG00000085249,0,1,NA,1.466580096,0.72308937,NA,-4.634574951,0.2769565,NA,-3.691897172,0.389214198,1
Csmd2,ENSMUSG00000028804,-3.676429408,0.389383863,NA,4.533423369,0.288125474,NA,-4.24822888,0.319533081,NA,3.961623897,0.353664008,1
Plch2,ENSMUSG00000029055,0,1,NA,-0.806460154,0.845323224,NA,-3.549518943,0.406989215,NA,-4.879881414,0.25255301,1
Gm21168,ENSMUSG00000104651,-4.414975157,0.300208722,NA,3.900468616,0.362028784,NA,-3.615274127,0.398189807,NA,4.700169646,0.270067312,1
Gm43178,ENSMUSG00000106607,0,1,NA,0.324299017,0.937419445,NA,-4.141385721,0.3320355,NA,-4.340989022,0.309677795,1
Chrna9,ENSMUSG00000029205,-3.387533421,0.428296685,NA,-0.274814298,0.947077435,NA,-3.592714922,0.401195557,NA,-0.479995799,0.907633148,1
9130230L23Rik,ENSMUSG00000054598,-2.804210525,0.513446895,NA,-0.009164124,0.9982292,NA,-4.010673445,0.347760532,NA,-1.215627044,0.769556818,1
Gm15478,ENSMUSG00000085363,-3.676434728,0.389383247,NA,-4.589685757,0.281798695,NA,0,1,NA,-0.722559325,0.860901085,1
Gm8152,ENSMUSG00000081798,-3.676429408,0.389383863,NA,4.533423369,0.288125474,NA,-4.24822888,0.319533081,NA,3.961623897,0.353664008,1
Gm13829,ENSMUSG00000082610,-3.955271764,0.353959498,NA,4.41818324,0.30075117,NA,-4.132988751,0.333031476,NA,4.240466253,0.320333306,1
B230112J18Rik,ENSMUSG00000086715,6.251493964,0.141832555,NA,0,1,NA,5.918314013,0.16430332,NA,0,1,1
Gm7478,ENSMUSG00000107327,-0.005057203,0.999045283,NA,0.056910721,0.989035662,NA,-1.312464613,0.754552719,NA,-1.25049669,0.764278385,1
Gm42991,ENSMUSG00000106386,0,1,NA,-5.449385294,0.200467356,NA,0,1,NA,-5.782563461,0.174317419,1
Gm43690,ENSMUSG00000106980,-2.368989028,0.582262007,NA,5.079374831,0.23326634,NA,-4.794180342,0.260563674,NA,2.654183517,0.537692363,1
Gm13781,ENSMUSG00000086854,-5.000333292,0.240126379,NA,0,1,NA,0,1,NA,5.285527781,0.214358919,1
Gm10244,ENSMUSG00000068601,0,1,NA,-5.382721328,0.206077267,NA,0,1,NA,-5.715898848,0.179382882,1
NA,ENSMUSG00000099270,-0.489070348,0.905750257,NA,0,1,NA,3.978965167,0.352477865,NA,4.562535435,0.284507695,1
Gm44080,ENSMUSG00000108004,-3.58400235,0.401590886,NA,-4.479267445,0.293692549,NA,0,1,NA,-0.70457142,0.864429873,1
Gm15527,ENSMUSG00000086946,0,1,NA,-5.31289021,0.21207621,NA,0,1,NA,-5.646067051,0.184806679,1
Gm7443,ENSMUSG00000108525,2.711418754,0.523002914,NA,-4.132860087,0.333193908,NA,4.130208013,0.33411423,NA,-2.714070828,0.522063794,1
NA,ENSMUSG00000093052,0,1,NA,-5.475224871,0.198323419,NA,0,1,NA,-5.808403289,0.172383262,1
A730049H05Rik,ENSMUSG00000048636,-3.58399737,0.40159147,NA,1.641256242,0.694492533,NA,-4.007751902,0.348117397,NA,1.21750171,0.77084974,1
Gm43948,ENSMUSG00000107427,0,1,NA,-5.475224871,0.198323419,NA,0,1,NA,-5.808403289,0.172383262,1
NA,ENSMUSG00000092760,-3.369978752,0.430732629,NA,-4.728020571,0.267370421,NA,0,1,NA,-1.167348482,0.777329743,1
Gm44096,ENSMUSG00000107552,0,1,NA,-5.475224871,0.198323419,NA,0,1,NA,-5.808403289,0.172383262,1
Gm43965,ENSMUSG00000108176,-0.437885035,0.920859741,NA,5.825171874,0.171047622,NA,-5.539977385,0.192975165,NA,0.723079524,0.869685502,1
Gm44258,ENSMUSG00000107759,0,1,NA,-5.475224871,0.198323419,NA,0,1,NA,-5.808403289,0.172383262,1
Gm44086,ENSMUSG00000107801,-3.8738822,0.364080412,NA,-4.565997787,0.284321987,NA,0,1,NA,-0.501425571,0.903147996,1
Shisa7,ENSMUSG00000053550,-2.4115884,0.575344033,NA,-4.867864963,0.253315382,NA,0,1,NA,-2.265575276,0.585594317,1
Gm45114,ENSMUSG00000109136,0,1,NA,-4.369595311,0.304726434,NA,-0.77102469,0.861126463,NA,-5.664522318,0.183361486,1
Lin7b,ENSMUSG00000003872,-4.023757704,0.345583772,NA,1.401760036,0.739551316,NA,-3.357515419,0.433345507,NA,2.06800232,0.622191989,1
Lhb,ENSMUSG00000100916,0,1,NA,-5.475224871,0.198323419,NA,0,1,NA,-5.808403289,0.172383262,1
Ccdc179,ENSMUSG00000094445,0,1,NA,-5.475224871,0.198323419,NA,0,1,NA,-5.808403289,0.172383262,1
Gm44649,ENSMUSG00000108321,-4.115150297,0.334607126,NA,-4.140648536,0.332269253,NA,0,1,NA,0.165193565,0.968044504,1
Snord15a,ENSMUSG00000065822,0,1,NA,-5.475224871,0.198323419,NA,0,1,NA,-5.808403289,0.172383262,1
Gvin-ps4,ENSMUSG00000098934,-2.260133035,0.585196361,NA,3.032298329,0.449093509,NA,-5.102432234,0.211754243,NA,0.189999131,0.962692794,1
1700095J03Rik,ENSMUSG00000085407,-3.539203245,0.407589983,NA,-1.466102325,0.725328321,NA,-2.553736962,0.553846049,NA,-0.480636042,0.907385418,1
Gm45615,ENSMUSG00000110248,0,1,NA,0.084157207,0.983743251,NA,-4.026330517,0.345852049,NA,-4.466075627,0.295701054,1
Gm45033,ENSMUSG00000108500,0,1,NA,-5.382721328,0.206077267,NA,0,1,NA,-5.715898848,0.179382882,1
Gm44729,ENSMUSG00000108806,-3.955271764,0.353959498,NA,4.41818324,0.30075117,NA,-4.132988751,0.333031476,NA,4.240466253,0.320333306,1
Gm37364,ENSMUSG00000104012,-3.53920112,0.407590234,NA,4.640133745,0.276761979,NA,-4.354939256,0.307361504,NA,3.824395609,0.370854059,1
Grm1,ENSMUSG00000019828,5.511899425,0.195842442,NA,3.877882733,0.364871683,NA,1.395308864,0.735412948,NA,0,1,1
Gm33091,ENSMUSG00000112501,0,1,NA,5.308688842,0.212613753,NA,-5.023494353,0.238218831,NA,0,1,1
Gm48089,ENSMUSG00000112544,0,1,NA,5.37258855,0.207104055,NA,-5.087394061,0.232243174,NA,0,1,1
Gm47632,ENSMUSG00000112522,4.903581523,0.249501558,NA,0,1,NA,5.532183332,0.19387042,NA,0.723079524,0.869685502,1
Gm38403,ENSMUSG00000112854,0,1,NA,5.886694122,0.16653694,NA,-5.601499633,0.188041674,NA,0,1,1
Gm45224,ENSMUSG00000109448,5.152810059,0.210205491,NA,2.622414127,0.52594111,NA,1.329899983,0.738458028,NA,-1.200495949,0.778076387,1
Gm19164,ENSMUSG00000110081,-2.691305532,0.530889723,NA,0.872865315,0.833140679,NA,-4.133008138,0.333029174,NA,-0.568837291,0.891475019,1
Cldn24,ENSMUSG00000061974,-0.257769269,0.950912221,NA,-4.373216482,0.305432718,NA,2.958815002,0.49263718,NA,-1.156632211,0.779985068,1
NA,ENSMUSG00000109782,0,1,NA,-5.475224871,0.198323419,NA,0,1,NA,-5.808403289,0.172383262,1
Gm10612,ENSMUSG00000090174,-4.195382202,0.325160028,NA,4.619546075,0.27892988,NA,-4.334351586,0.30968525,NA,4.480576691,0.29335328,1
Gm15512,ENSMUSG00000087639,0,1,NA,2.394558354,0.565674795,NA,-4.761053361,0.263909031,NA,-2.890397325,0.503208234,1
Gm48935,ENSMUSG00000115772,-3.873876295,0.364081075,NA,4.9996918,0.240769362,NA,-4.714497311,0.26866098,NA,4.159070784,0.329840721,1
Traj32,ENSMUSG00000076897,5.722436645,0.179110594,NA,0,1,NA,5.389261832,0.205761008,NA,0,1,1
Rnf212b,ENSMUSG00000112858,0,1,NA,5.670318096,0.1828089,NA,-5.385123607,0.205816152,NA,0,1,1
Gm17941,ENSMUSG00000114344,-2.2216126,0.606480569,NA,5.046248641,0.236364899,NA,-4.761054152,0.263908951,NA,2.506807089,0.561086156,1
Gm7232,ENSMUSG00000115662,-1.815750645,0.500078882,NA,1.456357488,0.571290703,NA,-2.305979086,0.391087185,NA,0.966129047,0.707661764,1
4930432J09Rik,ENSMUSG00000115727,-4.860662191,0.25362166,NA,-1.569497989,0.720431005,NA,0,1,NA,3.481873738,0.410999358,1
5830462O15Rik,ENSMUSG00000110972,-4.510717162,0.289744415,NA,-3.137633788,0.464989823,NA,0,1,NA,1.563781078,0.705878956,1
Trcg1,ENSMUSG00000070298,0,1,NA,-1.931216691,0.641638861,NA,-2.874009623,0.50394745,NA,-5.329128631,0.21096996,1
Gm27241,ENSMUSG00000099051,0,1,NA,-0.391253963,0.924413123,NA,-4.007734951,0.348119468,NA,-4.922891231,0.248337715,1
Gm37955,ENSMUSG00000104066,-4.123151966,0.333657012,NA,-3.916863098,0.359507149,NA,0,1,NA,0.396982767,0.923378471,1
Gm48789,ENSMUSG00000111228,0,1,NA,5.886694122,0.16653694,NA,-5.601499633,0.188041674,NA,0,1,1
Gm17163,ENSMUSG00000092042,0.554516586,0.893126897,NA,0,1,NA,4.507158654,0.291123133,NA,4.047142112,0.343213649,1
Gm12000,ENSMUSG00000073145,-3.387537796,0.42829616,NA,-4.646265297,0.275834103,NA,0,1,NA,-1.06803354,0.795863145,1
Vstm2a,ENSMUSG00000048834,0,1,NA,2.153913077,0.604010312,NA,-4.847792332,0.255212678,NA,-3.217781572,0.454619936,1
NA,ENSMUSG00000084419,0,1,NA,-0.99261312,0.810037445,NA,-3.613112385,0.398477238,NA,-5.129627822,0.228772482,1
Gm12227,ENSMUSG00000086039,4.92732985,0.248336623,NA,-4.474028929,0.29426517,NA,4.594118387,0.2817667,NA,-4.807240392,0.259786772,1
Gm22733,ENSMUSG00000088719,-2.542139504,0.554382027,NA,-4.794019636,0.260670991,NA,0,1,NA,-2.061179397,0.619496267,1
Gm12339,ENSMUSG00000087059,0,1,NA,-5.130422645,0.228350418,NA,0,1,NA,-5.463597714,0.199556323,1
Ccl1,ENSMUSG00000020702,0,1,NA,-5.439405374,0.201299954,NA,0,1,NA,-5.772583444,0.175068805,1
NA,ENSMUSG00000092644,0,1,NA,-0.63549619,0.877564889,NA,-3.870560192,0.365140272,NA,-5.029958699,0.238061686,1
Gm9378,ENSMUSG00000082507,-4.853016588,0.254375468,NA,0,1,NA,0,1,NA,5.138211077,0.227521826,1
Gm12352,ENSMUSG00000084835,-3.387534614,0.428296542,NA,-1.263354815,0.762265176,NA,-2.553733827,0.553846549,NA,-0.429554027,0.91732117,1
Qrich2,ENSMUSG00000070331,0,1,NA,-1.277284125,0.757429217,NA,-3.357499256,0.433347767,NA,-5.158685699,0.226114146,1
Trgv6,ENSMUSG00000076746,6.251493964,0.141832555,NA,0,1,NA,5.918314013,0.16430332,NA,0,1,1
4930470G03Rik,ENSMUSG00000085788,-4.303480104,0.312711802,NA,-2.406365423,0.574611452,NA,-0.771052508,0.861121503,NA,1.126062174,0.785552637,1
Serpinb9b,ENSMUSG00000021403,0,1,NA,-1.326483583,0.74836599,NA,-3.35749968,0.433347708,NA,-5.207885581,0.221664154,1
4930447K03Rik,ENSMUSG00000113591,-3.539203726,0.407589929,NA,-1.970861584,0.63904016,NA,-2.041398267,0.638225076,NA,-0.473056125,0.908842271,1
Gm48770,ENSMUSG00000114857,-5.000333292,0.240126379,NA,0,1,NA,0,1,NA,5.285527781,0.214358919,1
AI463229,ENSMUSG00000114828,5.138927874,0.228285799,NA,4.295842023,0.314558496,NA,0.604378023,0.883507723,NA,0,1,1
Gm47400,ENSMUSG00000114830,-3.955271199,0.353959561,NA,4.883757723,0.251990643,NA,-4.598563234,0.280751442,NA,4.240465688,0.320333364,1
Sncb,ENSMUSG00000034891,-0.264303819,0.949197931,NA,-2.175864093,0.612372616,NA,2.656725249,0.535590965,NA,0.745164976,0.857642585,1
Gm47816,ENSMUSG00000114359,0,1,NA,-5.40975116,0.203788935,NA,0,1,NA,-5.742928942,0.177315859,1
2310020H05Rik,ENSMUSG00000100410,6.251493964,0.141832555,NA,0,1,NA,5.918314013,0.16430332,NA,0,1,1
Gm48265,ENSMUSG00000114945,5.308373987,0.21309432,NA,-3.137642851,0.464988511,NA,4.975171803,0.243219836,NA,-3.470845035,0.418958392,1
Rps7-ps2,ENSMUSG00000112105,-3.025910047,0.480081383,NA,-3.892253331,0.361053776,NA,-0.771054531,0.861121143,NA,-1.637397815,0.692097922,1
Gm17052,ENSMUSG00000090607,0,1,NA,5.308688842,0.212613753,NA,-5.023494353,0.238218831,NA,0,1,1
Gm22353,ENSMUSG00000065852,0,1,NA,-0.016203453,0.996865721,NA,-4.14138861,0.332035158,NA,-4.68149438,0.272650159,1
Tssk2,ENSMUSG00000045521,-4.894201363,0.250333449,NA,-0.867308893,0.843994497,NA,0,1,NA,4.2176085,0.321869646,1
Gmnc,ENSMUSG00000068428,5.722436645,0.179110594,NA,0,1,NA,5.389261832,0.205761008,NA,0,1,1
Gm15518,ENSMUSG00000087066,-3.177183853,0.458011891,NA,4.863890344,0.253950093,NA,-4.578695855,0.282860303,NA,3.462378342,0.418664676,1
Gm36963,ENSMUSG00000103932,3.344503015,0.437775449,NA,-1.603938555,0.699334161,NA,-0.053430721,0.989851769,NA,-5.001872292,0.240727442,1
4930534H18Rik,ENSMUSG00000116607,-4.76292011,0.26337692,NA,2.42645087,0.575701645,NA,-2.141256381,0.621382047,NA,5.048114599,0.235853209,1
Gm49953,ENSMUSG00000117270,-5.000333292,0.240126379,NA,0,1,NA,0,1,NA,5.285527781,0.214358919,1
Gm29721,ENSMUSG00000116868,0,1,NA,-5.368025161,0.207329313,NA,0,1,NA,-5.701202538,0.180514291,1
Mir6965,ENSMUSG00000099123,-4.807573475,0.258888291,NA,2.426451272,0.575701579,NA,-2.141256783,0.62138198,NA,5.092767964,0.231697179,1
Mslnl,ENSMUSG00000041062,0,1,NA,5.886694122,0.16653694,NA,-5.601499633,0.188041674,NA,0,1,1
H2-T3,ENSMUSG00000054128,-3.839853374,0.368365572,NA,-4.467302858,0.295001512,NA,0,1,NA,-0.436758179,0.915625408,1
Gm49872,ENSMUSG00000117106,0,1,NA,5.308688842,0.212613753,NA,-5.023494353,0.238218831,NA,0,1,1
4930405O22Rik,ENSMUSG00000090565,5.722436645,0.179110594,NA,0,1,NA,5.389261832,0.205761008,NA,0,1,1
Gm26403,ENSMUSG00000089125,-3.801729304,0.37320385,NA,4.815520031,0.258765531,NA,-4.530325542,0.288039986,NA,4.086923793,0.338420954,1
Gm26202,ENSMUSG00000064844,-5.000333292,0.240126379,NA,0,1,NA,0,1,NA,5.285527781,0.214358919,1
Gm47272,ENSMUSG00000114891,0,1,NA,-5.341221608,0.209627183,NA,0,1,NA,-5.674398725,0.182591578,1
Frmd8os,ENSMUSG00000043488,0,1,NA,-5.475224871,0.198323419,NA,0,1,NA,-5.808403289,0.172383262,1
Slc22a12,ENSMUSG00000061742,-5.000333292,0.240126379,NA,0,1,NA,0,1,NA,5.285527781,0.214358919,1
Ptgdr2,ENSMUSG00000034117,-5.000333292,0.240126379,NA,0,1,NA,0,1,NA,5.285527781,0.214358919,1
Gm8825,ENSMUSG00000098105,2.257193209,0.299502021,NA,1.891269891,0.384234368,NA,0.1244284,0.951821139,NA,-0.241494918,0.915793305,1
Gm37909,ENSMUSG00000104316,0.984918898,0.812484516,NA,3.642715335,0.395307654,NA,0.582001324,0.888479408,NA,3.239797762,0.44979816,1
Rps27a-ps1,ENSMUSG00000101501,0,1,NA,-5.359340273,0.20807184,NA,0,1,NA,-5.692517566,0.181185424,1
Gm37733,ENSMUSG00000103227,-4.671470823,0.272737936,NA,-2.146464057,0.620930154,NA,0,1,NA,2.715712535,0.516886265,1
Gm29480,ENSMUSG00000101995,0,1,NA,-5.413774313,0.203449939,NA,0,1,NA,-5.746952134,0.177009738,1
Gm26781,ENSMUSG00000097433,-3.540014286,0.407480952,NA,-4.354564444,0.307529767,NA,0,1,NA,-0.623854846,0.879909367,1
Gm20631,ENSMUSG00000093650,-4.801750243,0.25947062,NA,0,1,NA,0,1,NA,5.086944732,0.232236188,1
5330438I03Rik,ENSMUSG00000091393,0,1,NA,-5.273710134,0.215497313,NA,0,1,NA,-5.606886595,0.187903,1
NA,ENSMUSG00000097045,-2.734392564,0.524198117,NA,0.839755954,0.839560521,NA,-4.007751492,0.348117447,NA,-0.433602975,0.917190573,1
Fcrl6,ENSMUSG00000070504,6.189984037,0.145829592,NA,0,1,NA,5.856804682,0.168769015,NA,0,1,1
D1Pas1,ENSMUSG00000039224,5.661164875,0.183865029,NA,0,1,NA,5.327990657,0.211019482,NA,0,1,1
Gm38014,ENSMUSG00000104406,6.189984037,0.145829592,NA,0,1,NA,5.856804682,0.168769015,NA,0,1,1
Gm13351,ENSMUSG00000081619,-3.177189051,0.458011257,NA,-4.749214912,0.265206092,NA,0,1,NA,-1.381330857,0.738151235,1
Gm23969,ENSMUSG00000065258,0,1,NA,2.03117118,0.624918306,NA,-4.716910403,0.268413227,NA,-3.20964154,0.455794988,1
Gm13474,ENSMUSG00000084184,-4.26754346,0.316814533,NA,-3.5503266,0.407094957,NA,0,1,NA,0.907912917,0.826167896,1
Gm13477,ENSMUSG00000083849,0,1,NA,-5.317147674,0.211706859,NA,0,1,NA,-5.650324557,0.184472531,1
Sptlc3,ENSMUSG00000039092,0,1,NA,5.42123126,0.202980604,NA,-5.136036771,0.227766868,NA,0,1,1
Gm14092,ENSMUSG00000074753,-3.955271413,0.353959537,NA,4.757688221,0.264606588,NA,-4.472493732,0.294317321,NA,4.240465902,0.320333342,1
Gm11447,ENSMUSG00000081854,0,1,NA,-5.377969201,0.206481519,NA,0,1,NA,-5.711146675,0.179748149,1
Gm14405,ENSMUSG00000083170,1.015889689,0.805839066,NA,0.094469228,0.982899098,NA,3.632364273,0.394753199,NA,2.710943813,0.526144671,1
Gm14428,ENSMUSG00000083702,0,1,NA,-5.413774313,0.203449939,NA,0,1,NA,-5.746952134,0.177009738,1
Gm8817,ENSMUSG00000086008,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
Gm17771,ENSMUSG00000104031,-4.692514362,0.270563777,NA,-2.146463403,0.620930262,NA,0,1,NA,2.736756524,0.513625495,1
Gm42752,ENSMUSG00000106621,5.835612731,0.170572732,NA,3.531650164,0.410207661,NA,2.065254739,0.617468292,NA,0,1,1
Trpc4,ENSMUSG00000027748,-4.277340946,0.315692479,NA,-3.88792025,0.36313098,NA,0,1,NA,0.580113379,0.888193636,1
Gm19439,ENSMUSG00000105843,4.946905815,0.246430671,NA,-3.719456126,0.384680885,NA,4.613701491,0.279688552,NA,-4.052660451,0.343559005,1
Gm42679,ENSMUSG00000106121,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
A930036I15Rik,ENSMUSG00000105469,0,1,NA,-5.290634562,0.214014623,NA,0,1,NA,-5.623811187,0.186560785,1
Gm42567,ENSMUSG00000105085,0,1,NA,-5.413774313,0.203449939,NA,0,1,NA,-5.746952134,0.177009738,1
Gm40155,ENSMUSG00000106629,-4.115150297,0.334607126,NA,-4.148419356,0.331348347,NA,0,1,NA,0.157422669,0.969546012,1
NA,ENSMUSG00000099114,0,1,NA,5.825163781,0.171048221,NA,-5.539969292,0.19297582,NA,0,1,1
Gm42942,ENSMUSG00000106047,0,1,NA,0.719179835,0.861916115,NA,-4.247932837,0.319567286,NA,-4.052655319,0.343559523,1
Sit1,ENSMUSG00000028460,-4.457977131,0.295477692,NA,-3.137640934,0.464988784,NA,0,1,NA,1.511034413,0.71539411,1
Gm16731,ENSMUSG00000085990,-3.801735036,0.373203198,NA,-4.108509186,0.336095813,NA,0,1,NA,-0.11607899,0.977569556,1
Gm12691,ENSMUSG00000081096,-4.838039547,0.255856662,NA,0,1,NA,0,1,NA,5.123234036,0.228891914,1
Clcnkb,ENSMUSG00000006216,4.840361549,0.256930654,NA,4.15575063,0.330880815,NA,0.445903091,0.914056627,NA,0,1,1
Gm13038,ENSMUSG00000081838,0,1,NA,-5.413774313,0.203449939,NA,0,1,NA,-5.746952134,0.177009738,1
Gm13170,ENSMUSG00000081522,0,1,NA,-5.413774313,0.203449939,NA,0,1,NA,-5.746952134,0.177009738,1
Rex2,ENSMUSG00000067919,-1.128822193,0.785363829,NA,1.056245502,0.810597631,NA,2.470610504,0.565065389,NA,4.655678198,0.274678658,1
Gm22847,ENSMUSG00000088332,0,1,NA,-2.049609231,0.622659676,NA,-2.553706179,0.553850957,NA,-5.127217727,0.228993987,1
Gm24878,ENSMUSG00000089407,-3.38753225,0.428296826,NA,2.910943551,0.489653926,NA,-4.598575175,0.280750178,NA,1.699900626,0.687566957,1
Gm42481,ENSMUSG00000104821,0,1,NA,1.562049675,0.705323952,NA,-4.921674406,0.247965785,NA,-3.883527049,0.364513415,1
Gm43281,ENSMUSG00000106749,0,1,NA,1.034381329,0.80202837,NA,-4.714493641,0.268661357,NA,-4.204014629,0.325483789,1
Gm42669,ENSMUSG00000106631,-4.633348695,0.276707255,NA,-2.557201468,0.553654766,NA,0,1,NA,2.266849377,0.586396708,1
Gm8927,ENSMUSG00000098187,4.30483136,0.094820818,NA,2.862117946,0.271906869,NA,1.204004209,0.609013479,NA,-0.238709206,0.932257964,1
Gm37321,ENSMUSG00000104325,0,1,NA,-5.102505921,0.230917504,NA,0,1,NA,-5.435680719,0.201887579,1
Ssmem1,ENSMUSG00000029784,0,1,NA,5.825163781,0.171048221,NA,-5.539969292,0.19297582,NA,0,1,1
1700025N23Rik,ENSMUSG00000100121,-4.097679374,0.336687731,NA,-3.719454018,0.384681155,NA,0,1,NA,0.568921421,0.89048917,1
Gm8038,ENSMUSG00000107821,-4.277340946,0.315692479,NA,-3.550326456,0.407094977,NA,0,1,NA,0.917710453,0.824317806,1
Cpvl,ENSMUSG00000052955,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
Clec4f,ENSMUSG00000014542,0,1,NA,2.155868448,0.602668741,NA,-5.10280566,0.230818161,NA,-3.470839529,0.418958968,1
Chst13,ENSMUSG00000056643,0,1,NA,-2.535907229,0.544733464,NA,-2.141253454,0.621382538,NA,-5.201063,0.222277428,1
Gm20705,ENSMUSG00000093559,-4.762923114,0.263376637,NA,-1.569498937,0.720430843,NA,0,1,NA,3.384134662,0.424338522,1
Klra1,ENSMUSG00000079853,-4.92543802,0.247298084,NA,0,1,NA,0,1,NA,5.210632509,0.220979983,1
Gm35876,ENSMUSG00000107814,0,1,NA,5.355259082,0.208587819,NA,-5.070064593,0.233853039,NA,0,1,1
Gm15785,ENSMUSG00000082072,-0.5727834,0.859959805,NA,-3.600207626,0.278335438,NA,1.638048855,0.630481085,NA,-1.389375371,0.659995491,1
Gm44636,ENSMUSG00000108704,-4.115150297,0.334607126,NA,-3.870812521,0.365283837,NA,0,1,NA,0.4350322,0.916081292,1
6530437J22Rik,ENSMUSG00000109111,0,1,NA,5.355259082,0.208587819,NA,-5.070064593,0.233853039,NA,0,1,1
Gm44765,ENSMUSG00000108422,-4.938898663,0.245998115,NA,0,1,NA,0,1,NA,5.224093152,0.219779226,1
Mesp2,ENSMUSG00000030543,-3.540011156,0.407481319,NA,-1.126377205,0.787515126,NA,-2.553733964,0.553846527,NA,-0.140100014,0.972988314,1
Gm44675,ENSMUSG00000109370,0,1,NA,-5.413774313,0.203449939,NA,0,1,NA,-5.746952134,0.177009738,1
Gm45209,ENSMUSG00000109035,1.485689669,0.736052844,NA,-5.090750056,0.232004684,NA,1.152505644,0.793710105,NA,-5.423934082,0.202874481,1
Or51r1,ENSMUSG00000073975,0,1,NA,1.821755356,0.659239697,NA,-5.102808485,0.230817901,NA,-3.804955446,0.374518405,1
Gm15483,ENSMUSG00000081431,0.523902949,0.898931415,NA,4.349016284,0.272829864,NA,-4.063821451,0.305523923,NA,-0.238708116,0.953851607,1
NA,ENSMUSG00000088978,0,1,NA,-5.198341334,0.222190849,NA,0,1,NA,-5.531517063,0.193967736,1
Gm47693,ENSMUSG00000112338,0,1,NA,-5.413774313,0.203449939,NA,0,1,NA,-5.746952134,0.177009738,1
Gm7909,ENSMUSG00000098068,0,1,NA,2.155868448,0.602668741,NA,-5.10280566,0.230818161,NA,-3.470839529,0.418958968,1
NA,ENSMUSG00000096924,-2.691306516,0.5308896,NA,-1.069088098,0.796576929,NA,-3.135944979,0.464963624,NA,-1.513726561,0.715324702,1
